,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
9152,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,1,0,1,0
9153,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,0,0,1,0
9154,Work,Alone,Sunny,30,7AM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,0,1,0,0
9155,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,0,1,0,0
9156,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,0,0,1,0,1
9157,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,0,0,0,1,1
9158,Work,Alone,Rainy,55,7AM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,1,0,1,0
9159,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,never,never,less1,never,,1,1,0,1,0,0
9642,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,0,0,1,1
9643,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,0,0,1,0
9644,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,0,0,1,0
9645,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,0,0,1,1
9646,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,0,0,1,1
9647,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,0,0,1,1
9648,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,0,0,1,1
9649,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,0,0,1,1
9650,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,0,0,0,1,0
9651,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,0,0,0,1,0
9652,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,0,0,1,0,0
9653,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,0,0,0,1,1
9654,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,0,0,1,0,1
9655,Home,Alone,Rainy,55,6PM,Bar,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,1,0,1,1
9656,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,1,0,1,0
9657,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,0,0,1,0
9658,Work,Alone,Sunny,30,7AM,Bar,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,0,1,0,0
9659,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,0,1,0,0
9660,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,0,0,1,0,1
9661,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,0,0,0,1,1
9662,Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,1,0,1,0
9663,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,4~8,1~3,,1,1,0,1,0,0
10382,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,0,0,1,1
10383,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,0,0,1,1
10384,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,0,0,1,0
10385,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,0,0,1,1
10386,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,0,0,0,1,0
10387,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,0,0,0,1,0
10388,No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,0,0,0,1,1
10389,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,0,0,0,1,1
10390,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,0,0,1,1
10391,Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,0,1,0,1
10392,Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,0,0,1,0
10393,Home,Kid(s),Sunny,30,6PM,Bar,2h,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,0,0,1,1
10394,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,0,0,0,1,1
10395,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,0,0,1,0,0
10396,Home,Alone,Rainy,55,6PM,Bar,1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,1,0,1,0
10397,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,1,0,1,0
10398,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,0,0,1,0
10399,Work,Alone,Sunny,30,7AM,Bar,1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,0,1,0,0
10400,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,0,1,0,0
10401,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,0,0,1,0,0
10402,Work,Alone,Rainy,55,7AM,Bar,1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,1,0,1,0
10403,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,1,0,1,0,0
10685,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,0,0,1,0
10686,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,0,0,1,1
10687,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,0,0,1,1
10688,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,0,0,0,1,1
10689,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,0,0,0,1,1
10690,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,0,0,1,1
10691,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,0,0,0,1,1
10692,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,0,0,1,0,1
10693,Home,Alone,Rainy,55,6PM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,1,0,1,1
10694,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,1,0,1,0
10695,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,0,0,1,0
10696,Work,Alone,Sunny,30,7AM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,0,1,0,1
10697,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,0,1,0,0
10698,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,0,0,1,0,1
10699,Work,Alone,Rainy,55,7AM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,1,0,1,1
10700,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,1~3,4~8,1~3,1~3,,1,1,0,1,0,1
11845,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,0
11846,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,0,0,1,1
11847,No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,0,0,1,1
11848,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,0
11849,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,0
11850,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,0,0,1,0
11851,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,0
11852,No Urgent Place,Partner,Sunny,30,10AM,Restaurant(20-50),1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,0
11853,No Urgent Place,Partner,Rainy,55,6PM,Bar,2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,0,0,1,0
11854,No Urgent Place,Partner,Snowy,30,10AM,Restaurant(<20),1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,0
11855,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,0,1,0,1
11856,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,1
11857,Home,Alone,Rainy,55,10PM,Coffee House,2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,1,0,0
11858,Home,Alone,Snowy,30,10PM,Coffee House,2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,0,0,1,0
11859,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,1,0,0
11860,Home,Partner,Sunny,30,6PM,Restaurant(<20),1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,1,0,1,0
11861,Home,Partner,Sunny,30,10PM,Restaurant(<20),2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,0,1,0,0
11862,Home,Partner,Rainy,55,6PM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,1,0,1
11863,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,0,1,0
11864,Work,Alone,Snowy,30,7AM,Coffee House,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,1,0,1
11865,Work,Alone,Snowy,30,7AM,Bar,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,1,1,0,1,0
11866,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,less1,,1~3,never,never,1,0,0,1,0,0
12064,No Urgent Place,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,0
12065,No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,0
12066,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,1
12067,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,0,1,0
12068,No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,0,1,0
12069,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,1
12070,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,1
12071,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,0,1,0
12072,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,1
12073,No Urgent Place,Kid(s),Sunny,55,6PM,Restaurant(<20),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,0,1,1
12074,Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,1,0,0
12075,Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,0,1,0
12076,Home,Partner,Sunny,30,10PM,Bar,2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,1,0,1,0
12077,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,1,0,1
12078,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,1
12079,Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,1,0,1
12080,Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,0,0,1,1
12081,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,1,0,1
12082,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,0,1,1
12083,Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,1,0,1
12084,Work,Alone,Snowy,30,7AM,Bar,1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,1,1,0,1,0
12085,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,1,0,0,1,0,0
12152,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
12153,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,0,0,1,0
12154,No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,0,0,1,0
12155,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
12156,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
12157,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,0,0,1,0
12158,No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
12159,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
12160,No Urgent Place,Alone,Snowy,30,10AM,Restaurant(<20),1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,0,0,1,0
12161,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,0,1,0,0
12162,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
12163,Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,1,0,0
12164,Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,0,0,1,0
12165,Home,Alone,Snowy,30,10PM,Carry out & Take away,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,1,0,1,0
12166,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,1,0,0
12167,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
12168,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,1,0,0
12169,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,0,1,0
12170,Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,1,0,1
12171,Work,Alone,Snowy,30,7AM,Bar,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,1,1,0,1,0
12172,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,less1,gt8,1~3,less1,1,0,0,1,0,0
12283,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,0,1,1
12284,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,1,0,0,1,0
12285,No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,1,0,0,1,0
12286,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,never,4~8,1~3,,1,0,0,0,1,1
